MA-L,608B0E,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,0C3E9F,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,FCFC48,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,9C293F,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,087402,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,94F6A3,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,98E0D9,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,CC29F5,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,285AEB,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,F02475,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,2C1F23,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,549F13,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,F0DBE2,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,748114,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,18F643,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,A45E60,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,A01828,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,D0034B,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,10417F,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,A8667F,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,D02598,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,80BE05,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,24A074,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,84788B,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,587F57,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,006D52,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,B844D9,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,14876A,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,E0B55F,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,F8FFC2,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,E0EB40,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,3CBF60,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,AC15F4,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,88A479,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,047295,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,D446E1,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,78D162,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,08F8BC,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,90A25B,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,7CAB60,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,44C65D,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,187EB9,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,20E874,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,D03FAA,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,640BD7,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,A8913D,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,0C3B50,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,748F3C,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,40F946,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,507AC5,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,4C6BE8,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,8C861E,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,542B8D,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,4418FD,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,005B94,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,E0897E,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,64C753,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,38F9D3,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,FC183C,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,90E17B,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,D81C79,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,58E6BA,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,9CE65E,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,C49880,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,E0338E,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,08F69C,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,50A67F,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,D461DA,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,F01898,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,881908,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,5C0947,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,14205E,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,B841A4,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,D4909C,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,E4E0A6,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,80B03D,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,E49ADC,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,ACE4B5,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,D0D2B0,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,8C8590,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,6C96CF,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,78886D,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,20EE28,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,B4F61C,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,08F4AB,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,D4DCCD,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,484BAA,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,DCA904,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,6CAB31,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,4C74BF,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,989E63,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,886B6E,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,5082D5,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,64B0A6,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,7C04D0,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,84FCAC,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,DC0C5C,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,70700D,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,186590,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,F86214,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,784F43,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,404D7F,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,9C8BA0,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,CC088D,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,609AC1,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,748D08,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,10DDB1,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,C01ADA,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,68FB7E,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,84A134,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,0C5101,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,2CF0A2,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,B44BD2,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,DC415F,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,F45C89,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,20768F,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,E8B2AC,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,E49A79,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,38CADA,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,34AB37,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,18AF61,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,5CF938,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,6C72E7,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,741BB2,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,CC4463,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,60FEC5,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,E425E7,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,BC926B,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,101C0C,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,080007,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,40D32D,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,C42C03,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,9027E4,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,109ADD,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,581FAA,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,88C663,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,001F5B,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,002436,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,00254B,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,0016CB,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,0017F2,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,7C6D62,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,20C9D0,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,68967B,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,84FCFE,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,E48B7F,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,008865,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,BC3BAF,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,3CE072,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,38484C,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,A46706,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,8C5877,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,7CF05F,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,804971,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,6C3E6D,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,BC6778,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,D8D1CB,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,A8FAD8,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,B817C2,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,7C11BE,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,283737,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,50EAD6,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,98D6BB,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,189EFC,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,ACCF5C,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,80006E,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,848E0C,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,3C15C2,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,6C709F,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,C0F2FB,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,24E314,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,80E650,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,90FD61,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,087045,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,A88808,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,A4C361,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,2CF0EE,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,5C97F3,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,D4F46F,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,6476BA,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,34E2FD,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,04489A,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,F0F61C,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,8C2937,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,B09FBA,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,0C4DE9,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,E0F5C6,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,A0EDCD,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,5CF5DA,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,18EE69,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,649ABE,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,F099BF,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,94E96A,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,AC293A,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,9CFC01,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,9C35EB,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,48437C,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,34A395,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,787E61,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,60F81D,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,38C986,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,D03311,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,507A55,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,209BCD,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,F0A35A,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,608373,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,84AD8D,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,74428B,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,2877F1,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,88A9B7,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,ECCED7,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,AC9085,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,B89047,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,909C4A,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,908C43,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,3C7D0A,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,14C88B,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,EC2651,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,183EEF,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,607EC9,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,64D2C4,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,DC5285,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,E88152,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,908158,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,D0D23C,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,78E3DE,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,1855E3,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,E450EB,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,886440,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,6070C0,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,F0C371,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,941625,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,34A8EB,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,A483E7,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,F4AFE7,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,AC88FD,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,DC080F,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,F8E94E,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,EC2CE2,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,40BC60,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,E83617,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,9C648B,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,344262,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,14D00D,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,645AED,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,C0B658,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,48A91C,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,50BC96,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,FC2A9C,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,A056F3,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,549963,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,90DD5D,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,C48466,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,347C25,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,CC2DB7,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,E42B34,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,3C2EF9,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,A04EA7,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,F0989D,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,B019C6,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,3866F0,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,703EAC,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,9810E8,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,C0D012,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,BCA920,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,48A195,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,F80377,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,DCA4CA,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,8C8FE9,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,2C200B,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,8866A5,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
